gene_id,Control1_2021,Control2_2021,Hopeaphenol1_2021,Hopeaphenol2_2021
ECA_RS06865,1409,1250,1604,1685
ECA_RS06885,564,601,2378,2666
ECA_RS06890,70,114,115,149
ECA_RS06895,28,48,54,55
ECA_RS06900,28,17,38,51
ECA_RS06905,223,279,568,529
ECA_RS06950,192,175,276,284
ECA_RS06955,113,99,151,126
ECA_RS06960,89,84,179,153
ECA_RS06965,66,91,147,168
ECA_RS06970,36,43,85,109
ECA_RS06980,467,447,469,418
ECA_RS06985,69,66,82,79
ECA_RS06995,4397,5653,7894,8779
ECA_RS07000,5276,5091,3609,2606
ECA_RS07050,537,534,459,425
ECA_RS07060,1670,1921,2158,2447
ECA_RS07065,176,168,232,311
ECA_RS07080,1728,1762,2011,1664
ECA_RS07100,2209,2071,2214,1885
ECA_RS07105,9404,9885,10242,9584
ECA_RS07110,3377,3782,4142,3657
ECA_RS07115,3377,3600,3634,3493
ECA_RS07125,5120,5180,5221,5269
ECA_RS07130,730,832,989,747
ECA_RS07135,690,679,524,543
ECA_RS07145,622,522,509,388
ECA_RS07155,1524,1766,1415,1229
ECA_RS07160,944,1015,1002,746
ECA_RS07165,1882,1923,1658,1512
ECA_RS07190,9025,8139,11146,12330
ECA_RS07200,63432,56345,78260,75070
ECA_RS07205,673,668,749,788
ECA_RS07210,920,822,900,1005
ECA_RS07215,4309,4054,3500,3053
ECA_RS07220,79,60,85,119
ECA_RS07225,314,331,610,680
ECA_RS07230,156,186,356,417
ECA_RS07235,210,150,180,190
ECA_RS07245,59,43,38,58
ECA_RS07250,403,458,393,417
ECA_RS07255,186,206,465,533
ECA_RS07270,28,24,56,54
ECA_RS07275,30,20,35,48
ECA_RS07280,40,55,94,112
ECA_RS07285,51,69,110,119
ECA_RS07305,26,33,46,39
ECA_RS07310,59,68,62,66
ECA_RS07315,79,57,109,86
ECA_RS07320,127,89,189,216
ECA_RS07325,3927,3897,4364,4092
ECA_RS07335,34,29,26,31
ECA_RS07340,65,45,52,50
ECA_RS07345,82,134,94,88
ECA_RS07350,10,12,17,19
ECA_RS07355,9,13,9,15
ECA_RS07360,314,369,380,407
ECA_RS07365,75,78,130,96
ECA_RS07370,89,96,124,163
ECA_RS07380,84,76,143,148
ECA_RS07385,92,72,130,120
ECA_RS07390,126,86,146,157
ECA_RS07395,35,37,49,40
ECA_RS07400,165,157,223,232
ECA_RS07405,195,170,112,106
ECA_RS07415,4355,5657,7542,7735
ECA_RS07420,4,4,2,2
ECA_RS07425,139,139,118,129
ECA_RS07430,408,551,391,417
ECA_RS07435,326,449,471,560
ECA_RS07445,48,55,95,76
ECA_RS07450,286,340,961,1204
ECA_RS07460,52,46,75,94
ECA_RS07465,213,306,378,457
ECA_RS07470,136,87,70,81
ECA_RS07475,5583,5139,1124,1018
ECA_RS07480,63,57,68,46
ECA_RS07490,1870,1303,1492,1592
ECA_RS07495,20,34,15,21
ECA_RS07500,285,367,185,233
ECA_RS07510,3688,4295,18952,20005
ECA_RS07515,979,701,667,628
ECA_RS07520,2689,1839,2762,2431
ECA_RS07525,228,144,368,396
ECA_RS07530,559,395,518,503
ECA_RS07535,788,638,970,1040
ECA_RS07540,567,491,702,819
ECA_RS07545,386,256,369,392
ECA_RS07550,88,55,74,74
ECA_RS07555,169,214,256,275
ECA_RS07570,189,177,112,127
ECA_RS07580,214,226,190,160
ECA_RS07585,6,13,18,21
ECA_RS07590,10,12,11,22
ECA_RS07595,16,26,29,46
ECA_RS07600,23,18,18,30
ECA_RS07605,44,29,33,34
ECA_RS07610,6,7,6,12
ECA_RS07615,5,10,11,17
ECA_RS07620,62,75,74,73
ECA_RS07625,22,16,27,31
ECA_RS07630,352,468,127,181
ECA_RS07635,22,22,13,43
ECA_RS07640,22,14,11,25
ECA_RS07645,30,29,39,38
ECA_RS07650,155,104,131,129
ECA_RS07655,62,56,65,51
ECA_RS07660,81,110,152,181
ECA_RS07665,35,39,45,37
ECA_RS07680,38,32,58,63
ECA_RS07685,117,112,308,259
ECA_RS07695,2356,1625,2123,2320
ECA_RS07700,4379,182,121,141
ECA_RS07705,15367,640,358,316
ECA_RS07710,1965,70,37,47
ECA_RS07715,564,51,34,45
ECA_RS07720,755,167,135,189
ECA_RS07730,101,95,139,158
ECA_RS07735,22,29,40,44
ECA_RS07740,27,32,58,61
ECA_RS07745,37,47,41,53
ECA_RS07750,143,199,152,160
ECA_RS07755,259,151,217,254
ECA_RS07760,135,120,158,128
ECA_RS07765,511,475,636,663
ECA_RS07770,20,23,66,65
ECA_RS07775,29,27,68,63
ECA_RS07780,6,5,8,8
ECA_RS07785,6,12,44,46
ECA_RS07790,36,37,268,224
ECA_RS07795,3625,4383,3019,3034
ECA_RS07810,127,106,162,128
ECA_RS07815,50,64,63,83
ECA_RS07820,30,21,28,30
ECA_RS07825,186,102,148,195
ECA_RS07830,249,166,133,109
ECA_RS07835,676,687,666,745
ECA_RS07840,1060,1250,1760,2059
ECA_RS07845,957,1028,1199,1425
ECA_RS07850,1134,884,1245,1377
ECA_RS07855,113,162,334,422
ECA_RS07860,130,102,142,98
ECA_RS07865,185,269,303,297
ECA_RS07870,77,60,96,131
ECA_RS07875,801,894,1245,1284
ECA_RS07880,44,65,44,87
ECA_RS07890,133,127,330,348
ECA_RS07895,102,105,161,198
ECA_RS07900,208,203,345,327
ECA_RS07905,227,248,472,463
ECA_RS07910,641,776,865,766
ECA_RS07915,513,610,678,615
ECA_RS07920,663,795,728,584
ECA_RS07925,17,17,24,27
ECA_RS07935,96,155,310,422
ECA_RS07945,266,242,264,343
ECA_RS07950,87,98,65,115
ECA_RS07960,21,37,42,34
ECA_RS07965,95,132,125,162
ECA_RS07970,95,69,149,145
ECA_RS07975,2,13,10,0
ECA_RS07980,3,0,0,1
ECA_RS07990,29,48,44,49
ECA_RS08000,3,9,5,10
ECA_RS08010,29,24,36,25
ECA_RS08015,23,23,18,19
ECA_RS08020,118,56,73,80
ECA_RS08025,75,102,126,144
ECA_RS08030,2,4,3,7
ECA_RS08035,27,34,51,32
ECA_RS08040,19,10,18,21
ECA_RS08050,478,422,423,438
ECA_RS08055,11,8,17,10
ECA_RS08060,17,18,49,33
ECA_RS08065,12,10,11,8
ECA_RS08075,224,187,242,229
ECA_RS08085,56,41,31,25
ECA_RS08090,96,83,113,104
ECA_RS08095,1,1,1,0
ECA_RS08100,2,8,3,4
ECA_RS08105,2,5,4,3
ECA_RS08110,3,0,0,0
ECA_RS08115,2,1,3,4
ECA_RS08120,3,3,7,12
ECA_RS08125,356,378,360,338
ECA_RS08130,11,6,7,6
ECA_RS08140,21,11,10,11
ECA_RS08145,1,2,0,3
ECA_RS08150,0,9,10,3
ECA_RS08155,8,3,1,8
ECA_RS08160,297,260,180,147
ECA_RS08165,2,1,2,0
ECA_RS08170,0,1,5,2
ECA_RS08175,70,73,94,85
ECA_RS08180,447,355,586,607
ECA_RS08190,249,324,225,309
ECA_RS08195,122,83,189,109
ECA_RS08200,81,52,132,153
ECA_RS08205,92,98,38,18
ECA_RS08210,41,85,82,69
ECA_RS08215,44,52,65,41
ECA_RS08220,9,5,4,7
ECA_RS08225,7,3,6,3
ECA_RS08230,0,1,3,0
ECA_RS08235,17,12,2,3
ECA_RS08240,90,98,58,52
ECA_RS08245,1080,896,671,601
ECA_RS08250,3,1,6,1
ECA_RS08260,44,53,21,21
ECA_RS08265,1,8,3,4
ECA_RS08275,41,24,32,21
ECA_RS08280,234,185,199,205
ECA_RS08290,509,520,923,800
ECA_RS08295,624,818,419,252
ECA_RS08300,308,415,279,317
ECA_RS08305,34,16,23,25
ECA_RS08320,207,203,344,309
ECA_RS08330,3019,4711,3282,3761
ECA_RS08335,725,683,840,737
ECA_RS08370,6510,5518,1129,1198
ECA_RS08380,2792,2730,1237,1249
ECA_RS08405,458,379,312,257
ECA_RS08445,3444,3662,1819,1711
ECA_RS08460,1246,1695,1003,1013
ECA_RS08515,2679,3523,3725,3850
ECA_RS08565,254870,308702,10624,10375
ECA_RS08570,1804,2334,1035,917
ECA_RS08575,1071,1260,664,512
ECA_RS08580,396,419,207,158
ECA_RS08585,1571,1614,714,649
ECA_RS08590,1833,1948,1017,885
ECA_RS08595,526,651,328,405
ECA_RS08600,1619,1925,1044,1210
ECA_RS08605,2446,3502,2456,2683
ECA_RS08620,16,13,15,3
ECA_RS08625,32878,29211,15245,12038
ECA_RS08630,299,215,392,353
ECA_RS08650,340,330,1360,1230
ECA_RS08660,633,515,487,438
ECA_RS08680,182,176,61,64
ECA_RS08690,417,407,801,753
ECA_RS08700,1154,1315,817,1005
ECA_RS08705,95,103,144,185
ECA_RS08710,210,220,624,639
ECA_RS08735,71,51,34,27
ECA_RS08740,116,85,211,171
ECA_RS08745,298,286,207,183
ECA_RS08750,787,776,942,965
ECA_RS08755,351,304,376,467
ECA_RS08760,505,585,978,852
ECA_RS08765,161,194,192,249
ECA_RS08770,164,154,248,254
ECA_RS08775,3365,2639,2391,2238
ECA_RS08780,2107,1740,402,411
ECA_RS08785,77,102,81,78
ECA_RS08790,5802,5413,5488,5318
ECA_RS08800,156,190,403,449
ECA_RS08805,2286,2415,3328,3170
ECA_RS08810,1130,982,945,1040
ECA_RS08815,10265,11066,5690,5576
ECA_RS08820,2812,3296,1725,1812
ECA_RS08830,704,655,957,1015
ECA_RS08845,3251,2702,1828,1590
ECA_RS08880,1816,1594,1330,1358
ECA_RS08915,265,216,240,256
ECA_RS08925,141,122,86,89
ECA_RS08940,174,156,166,197
ECA_RS08950,269,319,347,377
ECA_RS08970,544,465,598,610
ECA_RS08975,1546,1669,1574,1292
ECA_RS08980,2925,2196,17248,21698
ECA_RS08985,47,31,35,62
ECA_RS08990,35,19,37,54
ECA_RS08995,208,193,184,146
ECA_RS09035,95,81,132,122
ECA_RS09040,49,33,17,19
ECA_RS09045,70,64,67,77
ECA_RS09055,894,858,885,712
ECA_RS09065,327,370,441,468
ECA_RS09070,77,75,194,274
ECA_RS09085,74,81,94,138
ECA_RS09095,13,13,47,57
ECA_RS09100,1065,1197,1544,1513
ECA_RS09105,146,148,200,178
ECA_RS09110,167,114,126,118
ECA_RS09115,696,515,365,417
ECA_RS09120,650,458,231,248
ECA_RS09125,116,123,156,138
ECA_RS09130,146,154,217,291
ECA_RS09135,469,471,607,493
ECA_RS09140,11455,10930,716,616
ECA_RS09145,971,759,405,346
ECA_RS09150,222,193,609,674
ECA_RS09170,5311,5898,3996,3489
ECA_RS09175,477,412,422,457
ECA_RS09180,243,164,241,217
ECA_RS09215,1203,1307,2672,2858
ECA_RS09220,63465,42522,56818,44311
ECA_RS09245,110,102,238,207
ECA_RS09250,341,336,682,900
ECA_RS09255,227,233,431,467
ECA_RS09280,13,18,28,33
ECA_RS09305,283,244,292,388
ECA_RS09320,165,217,259,289
ECA_RS09325,43,43,47,65
ECA_RS09330,74,66,76,71
ECA_RS09385,320,379,408,408
ECA_RS09390,13,22,20,26
ECA_RS09395,109,86,105,95
ECA_RS09400,242,280,255,240
ECA_RS09405,16,23,33,39
ECA_RS09410,70,40,95,67
ECA_RS09415,383,474,493,640
ECA_RS09420,505,515,670,768
ECA_RS09430,6,5,229,212
ECA_RS09435,34,14,29,19
ECA_RS09440,2,5,28,35
ECA_RS09445,0,6,1,5
ECA_RS09450,0,3,1,3
ECA_RS09455,3,1,3,10
ECA_RS09460,15,2,7,7
ECA_RS09470,60,70,99,151
ECA_RS09475,181,159,246,297
ECA_RS09480,44,65,100,87
ECA_RS09485,199,276,298,373
ECA_RS09490,11,14,40,18
ECA_RS09495,314,328,290,336
ECA_RS09500,687,775,864,810
ECA_RS09515,323,313,450,426
ECA_RS09520,7518,6691,6068,5698
ECA_RS09540,22781,22854,27288,28587
ECA_RS09550,164,133,615,700
ECA_RS09575,218,228,646,778
ECA_RS09585,2278,2108,1607,1786
ECA_RS09605,28,42,101,155
ECA_RS09610,94,95,241,373
ECA_RS09615,39,45,76,95
ECA_RS09620,10,9,22,33
ECA_RS09625,30,34,42,52
ECA_RS09630,30,40,119,128
ECA_RS09635,50,71,116,108
ECA_RS09640,688,821,915,1120
ECA_RS09645,328,344,403,324
ECA_RS09675,768,1856,8001,9518
ECA_RS09680,2883,3337,3386,3210
ECA_RS09685,2873,2974,2052,1924
ECA_RS09690,2246,3188,3666,4371
ECA_RS09695,78,51,137,144
ECA_RS09700,250,289,331,329
ECA_RS09705,32,29,51,31
ECA_RS09710,129,113,123,143
ECA_RS09715,236,271,232,285
ECA_RS09720,52,44,45,62
ECA_RS09725,381,350,594,382
ECA_RS09760,117,164,217,187
ECA_RS09765,120,136,190,218
ECA_RS09775,1898,2012,506,526
ECA_RS09800,403,441,718,785
ECA_RS09805,200,172,292,319
ECA_RS09810,721,695,752,729
ECA_RS09830,2631,3263,4168,4796
ECA_RS09845,66,41,49,37
ECA_RS09850,64,48,43,39
ECA_RS09855,29,30,22,26
ECA_RS09860,625,545,478,506
ECA_RS09865,2403,2553,2519,2538
ECA_RS09870,470,549,1562,1526
ECA_RS09875,631,640,1132,1188
ECA_RS09880,499,455,566,621
ECA_RS09885,48,29,30,54
ECA_RS09890,1431,1311,1065,1102
ECA_RS09900,103,128,171,138
ECA_RS09905,439,573,953,830
ECA_RS09910,296,232,512,521
ECA_RS09915,2297,3030,3042,3171
ECA_RS09930,349,351,303,336
ECA_RS09935,48,55,90,98
ECA_RS09940,35,47,65,98
ECA_RS09945,13,18,28,35
ECA_RS09955,2133,2162,503,303
ECA_RS09960,2870,2580,727,551
ECA_RS09975,180,217,207,308
ECA_RS09980,691,643,641,744
ECA_RS09985,750,594,720,599
ECA_RS09990,1526,1109,1501,1661
ECA_RS10005,950,1405,937,1385
ECA_RS10010,2483,3215,1575,2508
ECA_RS10030,46,33,89,64
ECA_RS10035,176,208,198,204
ECA_RS10040,79,77,88,88
ECA_RS10045,82,105,136,200
ECA_RS10050,64,60,95,120
ECA_RS10055,56,62,124,115
ECA_RS10060,162,144,180,183
ECA_RS10065,595,609,964,722
ECA_RS10070,67,42,61,51
ECA_RS10075,323,243,2102,2086
ECA_RS10080,161,146,193,214
ECA_RS10085,164,188,241,249
ECA_RS10090,40,44,52,69
ECA_RS10095,108,53,95,95
ECA_RS10100,21,18,15,11
ECA_RS10105,42,33,46,57
ECA_RS10110,59,76,48,63
ECA_RS10115,179,255,286,354
ECA_RS10120,656,680,628,755
ECA_RS10125,503,503,542,639
ECA_RS10130,126,112,129,141
ECA_RS10135,81,82,142,166
ECA_RS10140,144,141,216,283
ECA_RS10145,20,11,26,43
ECA_RS10150,43,32,35,57
ECA_RS10155,77,70,103,106
ECA_RS10160,424,399,58,59
ECA_RS10165,78,38,71,84
ECA_RS10170,103,81,111,145
ECA_RS10175,120,125,189,146
ECA_RS10185,850,905,992,988
ECA_RS10190,17604,19257,2487,2256
ECA_RS10195,196,226,393,389
ECA_RS10200,135,90,89,86
ECA_RS10205,22,14,44,47
ECA_RS10210,108,89,150,174
ECA_RS10215,33,26,28,21
ECA_RS10220,73,54,96,89
ECA_RS10225,47,56,37,32
ECA_RS10230,365,439,361,370
ECA_RS10260,4,11,1,2
ECA_RS10265,2,3,2,2
ECA_RS10275,4,2,7,13
ECA_RS10290,32,41,46,35
ECA_RS10295,286,335,275,294
ECA_RS10300,137,144,130,131
ECA_RS10305,20,16,12,24
ECA_RS10310,266,294,183,200
ECA_RS10315,11,17,5,2
ECA_RS10320,2,0,1,5
ECA_RS10330,2,7,9,13
ECA_RS10340,2,5,4,3
ECA_RS10345,5,15,10,4
ECA_RS10355,0,1,2,0
ECA_RS10360,5,16,12,4
ECA_RS10365,69,79,88,88
ECA_RS10375,231,272,33,28
ECA_RS10380,769,919,333,325
ECA_RS10385,259,296,259,235
ECA_RS10390,564,483,337,376
ECA_RS10395,400,326,274,254
ECA_RS10400,122,148,104,145
ECA_RS10405,15,10,15,32
ECA_RS10410,34,32,31,53
ECA_RS10415,81,64,85,83
ECA_RS10420,85,50,66,72
ECA_RS10425,170,243,174,157
ECA_RS10430,183,239,29,41
ECA_RS10440,2047,2297,2013,2008
ECA_RS10445,162,151,159,115
ECA_RS10450,1,4,3,4
ECA_RS10460,5,5,15,10
ECA_RS10470,43,51,77,54
ECA_RS10475,64,77,119,88
ECA_RS10480,188,190,267,258
ECA_RS10500,4148,4756,778,741
ECA_RS10505,2612,2770,3615,3621
ECA_RS10510,495,600,837,906
ECA_RS10515,35,41,216,199
ECA_RS10520,517,703,1376,1679
ECA_RS10535,12,15,18,26
ECA_RS10565,103,103,69,81
ECA_RS10570,4574,4011,1568,1271
ECA_RS10575,1416,1363,1195,1332
ECA_RS10590,14,16,22,33
ECA_RS10595,14,9,30,39
ECA_RS10600,7,9,10,11
ECA_RS10605,38,51,40,24
ECA_RS10610,531,417,503,523
ECA_RS10615,1311,1276,1901,1676
ECA_RS10620,439,467,602,738
ECA_RS10625,192,154,162,204
ECA_RS10630,179,245,127,134
ECA_RS10635,194,210,259,283
ECA_RS10645,222,240,322,396
ECA_RS10655,109,99,155,135
ECA_RS10660,33,30,40,53
ECA_RS10665,264,278,202,183
ECA_RS10670,136,160,134,112
ECA_RS10675,1687,1424,1645,1878
ECA_RS10680,159,135,220,235
ECA_RS10690,425,444,606,708
ECA_RS10695,193,201,185,239
ECA_RS10715,265,237,52,43
ECA_RS10720,35,23,35,36
ECA_RS10775,78,113,109,127
ECA_RS10780,745,705,760,865
ECA_RS10800,3,2,7,8
ECA_RS10805,3278,3586,2254,2552
ECA_RS10820,2771,3118,2727,2656
ECA_RS10850,251,229,580,597
ECA_RS10855,306,321,658,655
ECA_RS10860,331,348,1118,999
ECA_RS10865,218,236,863,1018
ECA_RS10870,57,113,332,302
ECA_RS10875,190,163,490,562
ECA_RS10880,65,126,606,818
ECA_RS10885,213,271,1076,929
ECA_RS10890,1456,1875,1347,1223
ECA_RS10895,1910,2624,1907,1678
ECA_RS10900,446,472,316,462
ECA_RS10905,2250,1977,1705,1939
ECA_RS10910,447,386,2300,2359
ECA_RS10915,6150,6136,6448,6167
ECA_RS10920,177,172,191,238
ECA_RS10925,104,83,103,128
ECA_RS10930,67,55,60,85
ECA_RS10935,3448,4360,273,319
ECA_RS10945,13,18,29,32
ECA_RS10950,160,110,186,209
ECA_RS10955,95,135,176,176
ECA_RS10960,234,316,535,647
ECA_RS10965,675,849,1347,1417
ECA_RS10970,512,545,616,627
ECA_RS10975,416,385,476,473
ECA_RS10980,355,297,438,424
ECA_RS10985,950,1213,748,600
ECA_RS10990,68,63,92,62
ECA_RS10995,61,52,54,71
ECA_RS11000,116,108,136,121
ECA_RS11005,79,89,142,141
ECA_RS11010,108,93,149,148
ECA_RS11015,4928,5227,5095,6259
ECA_RS11020,2933,2706,2094,1777
ECA_RS11030,73,70,61,53
ECA_RS11035,161,156,213,221
ECA_RS11040,15,16,57,62
ECA_RS11045,40,47,143,116
ECA_RS11050,38,34,41,34
ECA_RS11065,3182,2960,3620,3741
ECA_RS11070,239,329,334,480
ECA_RS11075,1718,1449,4223,4310
ECA_RS11080,232,156,175,173
ECA_RS11090,304,372,311,411
ECA_RS11095,124,122,147,184
ECA_RS11100,152,174,136,165
ECA_RS11120,6193,7081,6930,6924
ECA_RS11125,133,123,173,210
ECA_RS11135,281,193,271,270
ECA_RS11140,4200,4186,4019,4781
ECA_RS11145,3795,4172,5930,6805
ECA_RS11165,1121,1118,35005,36472
ECA_RS11170,72,107,13753,16910
ECA_RS11205,114,125,104,110
ECA_RS11230,1174,1080,1339,1084
ECA_RS11240,683,786,817,959
ECA_RS11255,1433,1421,2120,2139
ECA_RS11260,291,307,332,391
ECA_RS11265,33,14,16,13
ECA_RS11270,102,97,43,60
ECA_RS11275,3457,4258,1359,1164
ECA_RS11280,1033,1334,617,585
ECA_RS11305,22389,22785,16864,20009
ECA_RS11320,455,489,668,684
ECA_RS11325,333,287,313,365
ECA_RS11330,98,85,168,151
ECA_RS11335,336,273,358,296
ECA_RS11340,28,37,61,42
ECA_RS11350,9,35,27,32
ECA_RS11355,144,130,150,198
ECA_RS11360,1198,1027,1452,1453
ECA_RS11375,1329,1315,1392,1299
ECA_RS11380,174,141,224,227
ECA_RS11390,295,242,274,260
ECA_RS11400,883,802,1193,1077
ECA_RS11430,934,779,957,895
ECA_RS11460,32,19,41,22
ECA_RS11465,552,495,346,395
ECA_RS11475,299,233,223,203
ECA_RS11480,1333,1372,1227,1434
ECA_RS11485,1509,1318,1374,1442
ECA_RS11505,197,147,190,192
ECA_RS11520,1833,1948,757,724
ECA_RS11525,1020,979,1750,2004
ECA_RS11530,7798,6908,11371,11276
ECA_RS11540,2821,2741,16280,17740
ECA_RS11545,54,49,51,56
ECA_RS11550,1136,1130,1103,1227
ECA_RS11555,110,121,194,169
ECA_RS11560,3,11,31,47
ECA_RS11565,28,41,74,118
ECA_RS11570,11,6,11,11
ECA_RS11575,2,3,3,10
ECA_RS11580,6,0,12,15
ECA_RS11585,25,31,44,50
ECA_RS11590,3488,3910,18012,19031
ECA_RS11610,487,338,1631,1547
ECA_RS11615,192,192,236,185
ECA_RS11620,361,275,393,418
ECA_RS11625,7848,7615,6879,6855
ECA_RS11630,71,42,55,43
ECA_RS11660,276,270,589,641
ECA_RS11670,528,680,649,736
ECA_RS11675,389,398,403,387
ECA_RS11680,211,197,155,211
ECA_RS11690,30,59,71,49
ECA_RS11695,841,808,1028,1380
ECA_RS11700,193,192,245,272
ECA_RS11705,53,63,53,46
ECA_RS11710,125,160,196,196
ECA_RS11715,1552,1404,945,856
ECA_RS11725,4248,4678,8757,8691
ECA_RS11730,4616,5034,9030,9223
ECA_RS11735,80,85,73,118
ECA_RS11755,622,555,1121,1317
ECA_RS11760,464,444,669,659
ECA_RS11765,198,225,266,280
ECA_RS11770,533,452,612,460
ECA_RS11775,3234,4828,9167,10147
ECA_RS11780,744,575,663,602
ECA_RS11790,16361,14861,6841,6383
ECA_RS11805,1521,1883,1584,1088
ECA_RS11810,6428,7175,7268,5618
ECA_RS11815,13805,14760,14557,12335
ECA_RS11820,26694,28825,27794,25866
ECA_RS11825,58788,62201,53207,50376
ECA_RS11830,2722,6740,12219,9788
ECA_RS11835,366,488,1044,1237
ECA_RS11840,38,33,64,87
ECA_RS11845,888,932,663,746
ECA_RS11865,130,123,207,175
ECA_RS11870,18,5,9,18
ECA_RS11910,482,322,504,448
ECA_RS11915,192,161,171,195
ECA_RS11925,12049,11671,7686,6317
ECA_RS11935,41,48,61,83
ECA_RS11945,6601,10008,646,482
ECA_RS11950,274,344,405,323
ECA_RS11955,169,169,166,160
ECA_RS11960,3408,3698,9627,10856
ECA_RS11965,984,722,838,827
ECA_RS11970,68,65,49,59
ECA_RS11975,63,51,52,80
ECA_RS11990,489,517,356,448
ECA_RS12020,2860,3168,3989,3962
ECA_RS12050,206,182,309,296
ECA_RS12060,322,339,825,916
ECA_RS12065,9,19,24,22
ECA_RS12080,1091,973,1531,1347
ECA_RS12090,1143,1230,1525,1434
ECA_RS12100,8,3,21,19
ECA_RS12105,46,41,102,112
ECA_RS12110,29,20,13,33
ECA_RS12115,62,47,24,27
ECA_RS12120,102,55,49,68
ECA_RS12130,1433,1482,1391,1294
ECA_RS12140,117,128,177,190
ECA_RS12145,2785,2802,2696,2537
ECA_RS12155,10250,9502,5869,5612
ECA_RS12165,928,1148,700,732
ECA_RS12200,367,394,703,822
ECA_RS12205,122,182,232,281
ECA_RS12210,1,6,17,15
ECA_RS12215,28,15,29,31
ECA_RS12235,1265,1421,1669,1867
ECA_RS12250,317,398,900,769
ECA_RS12260,175,131,225,164
ECA_RS12265,238,227,158,203
ECA_RS12270,195,192,88,82
ECA_RS12275,24,8,28,15
ECA_RS12280,563,516,1615,1606
ECA_RS12285,110,74,69,99
ECA_RS12290,292,212,265,222
ECA_RS12300,1245,885,1186,1328
ECA_RS12315,170,155,313,316
ECA_RS12320,314,276,563,630
ECA_RS12330,111,103,163,155
ECA_RS12345,794,904,1063,1199
ECA_RS12350,710,877,768,951
ECA_RS12370,1065,954,2417,2714
ECA_RS12375,196,143,160,170
ECA_RS12380,197,125,275,335
ECA_RS12385,4,7,10,8
ECA_RS12390,2594,3487,2088,2044
ECA_RS12410,2358,2087,2123,2065
ECA_RS12420,228,266,298,397
ECA_RS12425,334,288,500,405
ECA_RS12450,291134,285397,191267,171532
ECA_RS12455,13898,13295,8707,8184
ECA_RS12460,138,115,118,137
ECA_RS12465,149,120,237,286
ECA_RS12500,1470,1732,1673,1818
ECA_RS12505,6385,7768,2369,2360
ECA_RS12515,309,226,323,267
ECA_RS12530,93,100,164,153
ECA_RS12540,1597,1109,1045,789
ECA_RS12545,129,116,124,114
ECA_RS12550,115,85,117,91
ECA_RS12555,571,479,473,518
ECA_RS12560,3467,3137,2904,2732
ECA_RS12570,1853,1827,1224,1215
ECA_RS12575,282,325,204,229
ECA_RS12580,2331,2422,2285,2444
ECA_RS12615,346,352,354,415
ECA_RS12620,794,998,845,968
ECA_RS12625,110,138,118,147
ECA_RS12630,115,196,181,209
ECA_RS12635,926,730,90,113
ECA_RS12640,426,429,219,199
ECA_RS12645,1026,1011,1968,2094
ECA_RS12685,2438,2465,2437,2380
ECA_RS12715,4789,4814,4895,4429
ECA_RS12730,399,328,422,404
ECA_RS12735,79,97,128,147
ECA_RS12740,50,61,74,72
ECA_RS12745,27,31,13,13
ECA_RS12750,18,23,8,12
ECA_RS12755,0,0,0,0
ECA_RS12760,43,31,60,59
ECA_RS12765,68,68,137,123
ECA_RS12770,209,265,231,257
ECA_RS12775,288,312,301,339
ECA_RS12780,21,20,50,64
ECA_RS12785,81,98,113,149
ECA_RS12790,14,16,36,24
ECA_RS12795,44,40,38,48
ECA_RS12800,58,91,70,123
ECA_RS12805,20,44,28,44
ECA_RS12810,34,51,56,54
ECA_RS12815,27,28,39,43
ECA_RS12820,22,19,14,35
ECA_RS12825,4,2,6,0
ECA_RS12830,25,9,21,16
ECA_RS12835,29,48,58,52
ECA_RS12840,74,94,80,80
ECA_RS12845,28,38,32,45
ECA_RS12850,11,3,4,11
ECA_RS12855,13,35,39,41
ECA_RS12860,44,34,27,51
ECA_RS12865,9,6,9,0
ECA_RS12870,15,16,24,29
ECA_RS12875,3,0,1,11
ECA_RS12880,16,20,37,41
ECA_RS12885,11,13,25,20
ECA_RS12890,0,8,15,5
ECA_RS12895,0,6,2,8
ECA_RS12905,4,6,5,12
ECA_RS12910,21,15,28,33
ECA_RS12915,95,79,108,74
ECA_RS12920,193,254,267,267
ECA_RS12930,330,378,435,432
ECA_RS12935,332,296,266,246
ECA_RS12940,1041,904,533,441
ECA_RS12945,562,604,680,599
ECA_RS12950,500,426,495,657
ECA_RS12960,884,764,1078,987
ECA_RS12970,3130,3041,3548,3937
ECA_RS13005,93,98,156,157
ECA_RS13010,640,582,753,762
ECA_RS13030,414,519,1261,1507
ECA_RS13035,33,32,38,36
ECA_RS13050,239,262,357,399
ECA_RS13055,404,501,518,618
ECA_RS13060,448,456,493,567
ECA_RS13095,289,280,206,247
ECA_RS13120,418,383,238,292
ECA_RS13135,1576,1316,1410,1311
ECA_RS13140,230,211,242,264
ECA_RS13145,208,246,288,293
ECA_RS13155,362,361,499,602
ECA_RS13165,253,225,881,976
ECA_RS13175,541,468,472,422
ECA_RS13180,506,498,356,368
ECA_RS13185,1181,1123,1045,946
ECA_RS13190,1848,1765,2120,2178
ECA_RS13195,937,959,5659,6217
ECA_RS13200,75,120,201,205
ECA_RS13210,214,227,336,329
ECA_RS13215,59,58,107,116
ECA_RS13220,117,115,203,193
ECA_RS13225,108,117,166,165
ECA_RS13230,54,73,75,114
ECA_RS13235,85,78,123,134
ECA_RS13240,8,13,40,14
ECA_RS13245,124,139,198,192
ECA_RS13250,14,21,40,44
ECA_RS13255,4,20,24,9
