gene_id,Control1_2021,Control2_2021,Hopeaphenol1_2021,Hopeaphenol2_2021
ECA_RS20250,5,6,20,15
ECA_RS20255,18,20,11,15
ECA_RS20275,460,478,736,868
ECA_RS20310,39,33,85,83
ECA_RS20315,146,67,120,179
ECA_RS20320,133,78,194,230
ECA_RS20325,559,307,819,907
ECA_RS20330,884,393,1274,1260
ECA_RS20335,549,244,945,1008
ECA_RS20340,609,222,838,836
ECA_RS20345,1047,443,1823,1825
ECA_RS20350,178,127,556,545
ECA_RS20360,533,629,2640,2926
ECA_RS20365,735,1026,882,1230
ECA_RS20370,648,772,615,800
ECA_RS20375,2701,2354,2017,2006
ECA_RS20380,841,561,714,671
ECA_RS20395,108,74,158,164
ECA_RS20400,111,144,160,127
ECA_RS20405,33,31,61,61
ECA_RS20410,10,16,22,17
ECA_RS20415,624,924,1306,1405
ECA_RS20450,846,684,878,934
ECA_RS20465,32,20,42,34
ECA_RS20475,319,291,141,151
ECA_RS20480,106,94,52,44
ECA_RS20485,112,85,64,31
ECA_RS20490,92,75,61,71
ECA_RS20495,193,239,135,151
ECA_RS20525,117,130,125,132
ECA_RS20530,831,833,1155,1262
ECA_RS20535,325,209,305,340
ECA_RS20545,358,300,490,523
ECA_RS20550,476,412,1165,1534
ECA_RS20565,2286,2448,2225,2284
ECA_RS20570,801,834,1764,1683
ECA_RS20635,280,222,659,569
ECA_RS20645,213,213,334,358
ECA_RS20655,767,957,1046,1150
ECA_RS20675,560,589,912,1177
ECA_RS20690,63,44,79,81
ECA_RS20695,2156,2005,1918,1987
ECA_RS20720,6813,6481,7856,7754
ECA_RS20725,3415,3493,3989,4434
ECA_RS20730,449,393,385,392
ECA_RS20735,3548,2973,2702,2163
ECA_RS20740,651,546,570,517
ECA_RS20745,1372,1328,1436,1264
ECA_RS20750,292,164,332,387
ECA_RS20755,15,16,16,12
ECA_RS20760,172,82,122,114
ECA_RS20765,406,292,294,334
ECA_RS20770,1401,1021,1185,1599
ECA_RS20775,1819,1728,1095,1061
ECA_RS20790,296,264,401,354
ECA_RS20860,686,660,667,743
ECA_RS20875,130,106,216,195
ECA_RS20880,103,88,83,130
ECA_RS20895,44,65,92,116
ECA_RS20900,196,222,339,325
ECA_RS20915,6140,6566,4805,5520
ECA_RS20925,5718,6165,5507,5926
ECA_RS20930,31,34,66,66
ECA_RS20935,7366,6003,8285,7891
ECA_RS20950,86,84,396,445
ECA_RS20955,244,238,1866,2298
ECA_RS20960,569,670,12597,13778
ECA_RS20965,0,0,0,2
ECA_RS20970,235,137,141,125
ECA_RS20980,0,0,0,0
ECA_RS20985,0,0,0,0
ECA_RS20990,22,5,15,20
ECA_RS21010,335,286,654,776
ECA_RS21035,35,32,62,54
ECA_RS21040,16,20,25,61
ECA_RS21045,27,14,24,41
ECA_RS21050,7,12,29,19
ECA_RS21055,40,39,52,87
ECA_RS21060,14,35,56,39
ECA_RS21065,4318,3394,5363,5226
ECA_RS21080,164,21,14,24
ECA_RS21085,784,9,19,10
ECA_RS21090,181,21,14,9
ECA_RS21125,551,469,655,684
ECA_RS21140,5385,5059,12405,15380
ECA_RS21160,377,373,507,423
ECA_RS21165,138,145,236,339
ECA_RS21185,5048,6205,23,30
ECA_RS21190,604,797,19,29
ECA_RS21195,102,118,2,4
ECA_RS21205,0,0,0,0
ECA_RS21210,0,0,0,0
ECA_RS21215,0,0,0,0
ECA_RS21220,0,0,0,0
ECA_RS21230,0,0,0,0
ECA_RS21235,0,0,0,0
ECA_RS21240,0,0,0,0
ECA_RS21245,0,0,0,0
ECA_RS21255,274,263,358,345
ECA_RS21260,57,101,95,61
ECA_RS21265,67,81,77,81
ECA_RS21270,69,91,98,137
ECA_RS21275,16,20,34,35
ECA_RS21280,12,17,35,18
ECA_RS21285,18,17,33,21
ECA_RS21290,21,33,31,35
ECA_RS21295,49,47,68,67
ECA_RS21300,67,79,84,104
ECA_RS21305,17,11,21,19
ECA_RS21310,51,28,57,34
ECA_RS21325,155,121,173,230
ECA_RS21345,1430,1702,1760,1919
ECA_RS21350,33,31,40,59
ECA_RS21355,70,72,94,95
ECA_RS21360,589,617,2394,2253
ECA_RS21365,233,229,331,449
ECA_RS21375,197,176,228,290
ECA_RS21395,12,6,22,21
ECA_RS21400,110,89,65,77
ECA_RS21405,256,300,332,408
ECA_RS21415,177,208,451,559
ECA_RS21420,45,49,166,258
ECA_RS21425,19,16,58,52
ECA_RS21430,24,18,65,73
ECA_RS21435,75,51,46,71
ECA_RS21440,123,165,99,86
ECA_RS21445,2015,2499,174,192
ECA_RS21450,122,108,118,133
ECA_RS21455,247,204,320,319
ECA_RS21460,1922,1655,1559,1690
ECA_RS21475,927,729,762,705
ECA_RS21485,19803,19630,17795,18663
ECA_RS21520,53,39,76,70
ECA_RS21525,11,9,13,32
ECA_RS21530,100,75,56,80
ECA_RS21535,252,238,953,870
ECA_RS21540,801,873,1420,1312
ECA_RS21550,437,324,461,503
ECA_RS21555,1925,1968,2750,2774
ECA_RS21560,184,142,215,216
ECA_RS21565,74,71,111,138
ECA_RS21570,93,93,84,128
ECA_RS21580,4267,4344,2597,2057
ECA_RS21585,1720,1907,2529,2923
ECA_RS21590,10142,8792,24122,25970
ECA_RS21595,244,251,460,533
ECA_RS21615,37,80,183,196
ECA_RS21645,29,21,41,37
ECA_RS21650,9,8,13,11
ECA_RS21660,60,54,84,95
ECA_RS21670,42,40,70,65
ECA_RS21675,881,1368,957,1036
ECA_RS21680,11,22,27,28
ECA_RS21685,61,55,106,113
ECA_RS21690,31,29,54,64
ECA_RS21695,75,86,151,181
ECA_RS21700,613,479,440,470
ECA_RS21705,475,422,634,688
ECA_RS21710,85,98,191,215
ECA_RS21715,245,255,324,408
ECA_RS21720,1321,1195,1833,1646
ECA_RS21740,24205,23739,16048,14715
ECA_RS21745,130,156,112,136
ECA_RS21755,774,577,547,495
ECA_RS21770,284,315,146,160
ECA_RS21775,2840,3585,4221,4651
ECA_RS21790,584,464,828,810
ECA_RS21795,72,42,114,113
ECA_RS21800,156,121,166,214
ECA_RS21805,222,166,353,370
ECA_RS21810,91,118,204,226
ECA_RS21815,86,69,67,63
ECA_RS21820,26,54,53,51
ECA_RS21840,54,43,71,75
ECA_RS21845,37,39,65,92
ECA_RS21855,101,87,184,240
ECA_RS21860,142,142,326,333
ECA_RS21870,201,266,384,411
ECA_RS21875,52,55,73,113
ECA_RS21880,72,56,134,192
ECA_RS21885,208,236,515,553
ECA_RS21890,155,156,373,462
ECA_RS21895,673,623,689,1023
ECA_RS21900,27514,24326,26531,25472
ECA_RS21905,568,568,629,703
ECA_RS21920,257,223,139,155
ECA_RS21925,788,1046,321,373
ECA_RS21930,395,436,618,574
ECA_RS21935,10,4,24,14
ECA_RS21940,221,424,705,845
ECA_RS21945,162,180,283,323
ECA_RS21950,237,262,462,499
ECA_RS21955,401,430,426,474
ECA_RS21995,93,186,235,190
ECA_RS22005,948,923,1437,1379
ECA_RS22010,59,56,103,94
ECA_RS22015,413,381,624,660
ECA_RS22030,60,51,49,70
ECA_RS22040,263,240,227,229
ECA_RS22045,734,725,851,947
ECA_RS22050,185,237,313,360
ECA_RS22055,1167,1125,1994,1965
ECA_RS22065,41,40,43,101
ECA_RS22070,171,154,173,267
ECA_RS22075,1505,1263,1029,1131
ECA_RS22085,84,95,70,77
ECA_RS22090,255,239,193,211
ECA_RS22095,5055,4672,2962,1926
ECA_RS22100,45,56,32,59
ECA_RS22105,161,112,123,180
ECA_RS22135,445,505,770,802
ECA_RS22140,205,154,176,233
ECA_RS22145,43,43,69,71
ECA_RS22150,57,87,101,107
ECA_RS22155,17,6,41,47
ECA_RS22165,52,28,66,70
ECA_RS22170,160,158,222,268
ECA_RS22175,65,67,170,169
ECA_RS22185,192,194,218,210
ECA_RS22190,33,55,94,82
ECA_RS22195,692,661,591,633
ECA_RS22205,42,42,46,53
ECA_RS22210,240,231,227,246
ECA_RS22215,117,123,107,58
ECA_RS22220,463,407,322,322
ECA_RS22225,150,123,111,131
ECA_RS22230,34,37,31,37
ECA_RS22235,195,184,203,187
ECA_RS22240,26,21,16,27
ECA_RS22245,239,224,246,257
ECA_RS22250,103,63,79,92
ECA_RS22255,15,14,21,17
ECA_RS22260,24,27,16,19
ECA_RS22265,71,73,92,150
ECA_RS22270,280,331,473,463
ECA_RS22275,571,572,291,260
ECA_RS22290,4987,6552,9834,9308
ECA_RS22370,12,11,11,12
ECA_RS22375,19,2,8,10
ECA_RS22380,2260,1940,2845,2595
ECA_RS22390,1394,1456,3240,3172
ECA_RS22395,482,525,517,379
ECA_RS22400,43,67,140,120
ECA_RS22405,3,7,5,5
ECA_RS22410,56,46,41,27
ECA_RS22420,154,168,96,56
ECA_RS22425,63,36,51,28
ECA_RS22430,57,47,15,12
ECA_RS22480,91,66,92,90
ECA_RS22495,9,8,18,33
ECA_RS22500,9,7,10,9
ECA_RS22530,4,4,5,9
ECA_RS22535,479,402,257,260
ECA_RS22555,209,106,1000,1127
ECA_RS22565,40,23,49,68
ECA_RS22570,12,10,15,10
ECA_RS22590,5,9,33,47
ECA_RS22595,23,14,42,44
ECA_RS22600,34,33,38,33
ECA_RS22630,3,3,8,3
ECA_RS22655,30,34,24,20
ECA_RS22720,54,73,71,63
ECA_RS22725,4,4,9,21
ECA_RS22730,498,311,565,438
ECA_RS22750,78,92,121,156
ECA_RS22760,26,15,39,18
ECA_RS22775,5,2,2,3
ECA_RS22780,9,7,9,8
ECA_RS22790,8,7,0,7
ECA_RS22800,156,149,65,89
ECA_RS22805,396,359,407,441
ECA_RS22810,52,30,110,67
ECA_RS22830,1344,1231,2395,2615
ECA_RS22850,1540,1703,99,56
ECA_RS22865,0,0,5,2
ECA_RS22870,22,15,32,47
ECA_RS22880,701,538,8338,8101
ECA_RS22900,63,44,23,24
ECA_RS22905,68,95,113,112
ECA_RS22910,28,22,36,19
ECA_RS22915,64,44,58,101
ECA_RS22920,2,1,4,2
ECA_RS22930,2993,2629,2456,1789
ECA_RS22945,984,1199,510,543
ECA_RS22970,20,21,20,22
ECA_RS22975,292,249,604,577
ECA_RS22980,150,169,394,417
ECA_RS23000,67,33,58,42
ECA_RS23020,132,103,352,271
ECA_RS23025,55,42,45,47
ECA_RS23035,14,3,11,11
ECA_RS23110,83,71,105,120
ECA_RS23125,32,32,39,52
ECA_RS23155,55,40,47,61
ECA_RS23170,206,192,184,197
ECA_RS23175,0,0,0,0
ECA_RS23235,7,0,0,4
ECA_RS23250,707,536,616,643
ECA_RS23275,40,37,41,46
ECA_RS23320,188,89,82,49
ECA_RS23325,304,220,182,116
ECA_RS23330,9,11,18,11
ECA_RS23340,19,24,43,35
ECA_RS23350,9,14,13,11
ECA_RS23365,410,492,474,351
ECA_RS23370,44,37,49,88
ECA_RS23375,479,450,143,89
ECA_RS23380,168,83,117,77
ECA_RS23390,1,3,1,6
ECA_RS23395,257,220,261,284
ECA_RS23415,50,64,85,71
ECA_RS23440,11,4,11,13
ECA_RS23455,20,8,17,20
ECA_RS23470,0,0,0,0
ECA_RS23475,0,0,0,0
ECA_RS23480,9,2,10,2
ECA_RS23485,45,46,70,63
ECA_RS23490,120,101,69,74
ECA_RS23495,0,0,0,0
ECA_RS23500,0,0,0,0
ECA_RS23505,201,208,209,254
ECA_RS23510,0,0,0,0
ECA_RS23515,0,0,0,0
ECA_RS23520,38,28,52,25
ECA_RS23525,39,53,55,63
ECA_RS23535,45,58,76,109
ECA_RS23540,87,89,573,521
ECA_RS23545,71,49,68,47
ECA_RS23555,2,0,5,2
ECA_RS23560,462,467,4296,4885
ECA_RS23565,21,6,34,24
ECA_RS23575,34,11,51,34
ECA_RS23580,0,0,0,0
ECA_RS23585,244,203,178,257
ECA_RS23590,327,292,316,331
ECA_RS23610,230,237,82,106
ECA_RS23630,64,52,66,71
ECA_RS23635,8,12,23,21
ECA_RS23640,6,10,15,25
ECA_RS23645,108,113,138,153
ECA_RS01450,18,16,48,52
ECA_RS01455,157,160,270,275
ECA_RS01440,146,144,267,275
ECA_RS17995,3852,4239,6199,6402
ECA_RS12995,112,80,123,111
ECA_RS05195,2682,2356,2488,2830
ECA_RS01370,1466,1129,1387,1604
ECA_RS01365,9444,7437,6744,6209
ECA_RS15000,4505,3841,3955,4396
ECA_RS19695,128,125,287,299
ECA_RS19700,186,170,457,448
ECA_RS18715,89349,90731,85767,82795
ECA_RS18710,45758,46238,50991,48473
ECA_RS19690,95,90,170,182
ECA_RS14915,4950,4811,4750,4659
ECA_RS09580,1700,1841,6017,5817
ECA_RS18665,49740,50412,43784,42297
ECA_RS08895,12602,10289,9226,7571
ECA_RS20420,259,250,716,690
ECA_RS05805,466,352,684,585
ECA_RS04005,101,87,449,441
ECA_RS04500,306,330,631,600
ECA_RS11130,1666,1479,2128,2262
ECA_RS11425,7216,8424,28313,27678
ECA_RS05845,4645,4013,4638,5065
ECA_RS07240,232,265,195,168
ECA_RS22060,2384,3388,2305,2826
ECA_RS02460,215,276,43,84
ECA_RS02465,66,82,19,32
ECA_RS21175,1095,1060,1971,2392
ECA_RS21180,1948,2133,3346,3452
ECA_RS19470,1260,1392,990,894
ECA_RS19465,911,916,926,1068
ECA_RS15305,3542,3737,4263,4731
ECA_RS16645,17936,18272,14144,14019
ECA_RS00585,429,490,2949,3184
ECA_RS04505,167,115,221,279
ECA_RS18115,411,350,408,440
ECA_RS03680,196,153,175,175
ECA_RS19445,900,800,1015,1051
ECA_RS18745,707,738,1011,974
ECA_RS18740,747,818,1216,1215
ECA_RS05675,70,79,83,124
ECA_RS05760,682,623,596,601
ECA_RS09545,1228,1267,1656,1904
ECA_RS11495,163,148,194,211
ECA_RS19065,41,53,78,65
ECA_RS19070,58,25,66,66
ECA_RS07025,1276,1379,1983,2214
ECA_RS09160,852,1096,1362,1781
ECA_RS16040,289,241,451,607
ECA_RS05820,817,837,830,812
ECA_RS11175,82,75,11420,11461
ECA_RS11150,81,78,2157,2236
ECA_RS09670,379,571,10806,11050
ECA_RS11160,136,167,10052,12555
ECA_RS11155,81,87,4033,4724
ECA_RS19235,4726,4420,6708,7015
ECA_RS01630,1437,1287,2036,2167
ECA_RS04945,2725,2404,3277,5251
ECA_RS00950,2550,2755,2958,3796
ECA_RS00945,4905,5002,5987,8717
ECA_RS00940,2328,2265,2768,3711
ECA_RS01975,1153,1163,2348,3669
ECA_RS00515,20114,18374,16978,19713
ECA_RS00955,5475,5004,4406,4316
ECA_RS19315,130,94,139,117
ECA_RS10940,79,64,99,93
ECA_RS03405,248,293,669,860
ECA_RS12335,1379,1301,1247,1250
ECA_RS15445,11270,10961,9075,7313
ECA_RS15455,3689,4090,2571,2305
ECA_RS15450,1617,1485,1374,1250
ECA_RS15425,238,254,210,256
ECA_RS15435,3177,3225,2871,2684
ECA_RS12705,2726,2454,2230,2168
ECA_RS20230,3717,3445,3883,4224
ECA_RS15070,1799,1771,2710,2764
ECA_RS19745,468,473,963,1056
ECA_RS06875,3590,3175,2540,2430
ECA_RS20235,2470,2014,2492,2750
ECA_RS05465,262,253,309,493
ECA_RS01375,1220,1115,1646,1802
ECA_RS07940,260,242,298,301
ECA_RS07955,229,182,236,302
ECA_RS13085,6214,6906,4586,6049
ECA_RS13080,153,101,127,92
ECA_RS13065,213,209,271,353
ECA_RS13075,93,112,87,69
ECA_RS09240,454,347,712,738
ECA_RS10640,129,142,264,306
ECA_RS20540,14614,15116,11168,11088
ECA_RS07040,581,555,819,856
ECA_RS06585,5332,6470,2937,2784
ECA_RS00010,119,202,190,188
ECA_RS12445,7561,7262,4498,4539
ECA_RS03100,5789,6704,11383,13208
ECA_RS12245,6971,7339,5602,6088
ECA_RS06360,3,5,10,10
ECA_RS22310,45288,44153,39069,36270
ECA_RS22330,6360,5666,5157,5811
ECA_RS22295,8232,6999,7235,6575
ECA_RS22300,33706,31493,30680,30678
ECA_RS22325,4436,3620,3596,3945
ECA_RS22320,10154,10210,8843,9638
ECA_RS22305,20559,19611,17822,17093
ECA_RS22315,8995,7732,6408,5897
ECA_RS22335,1075,768,646,790
ECA_RS10525,22,37,35,67
ECA_RS23355,33,10,14,13
ECA_RS17735,247,132,225,201
ECA_RS15675,63,89,98,138
ECA_RS15670,141,137,223,207
ECA_RS05155,10155,8668,9214,7897
ECA_RS15815,3375,2988,3523,3662
ECA_RS06250,4050,3670,3046,3416
ECA_RS16530,1623,1593,2319,2534
ECA_RS04160,825,848,1054,1273
ECA_RS17645,378,438,389,385
ECA_RS06235,2135,1874,2817,2699
ECA_RS21630,227,246,660,660
ECA_RS21640,201,190,639,528
ECA_RS21605,9,8,31,36
ECA_RS21600,131,86,247,225
ECA_RS21635,67,43,156,141
ECA_RS08645,585,508,696,835
ECA_RS08640,423,393,563,619
ECA_RS08635,22,14,24,31
ECA_RS23220,85,57,208,188
ECA_RS19940,663,543,5336,4167
ECA_RS09235,31,35,39,44
ECA_RS09230,388,401,461,418
ECA_RS13695,3529,3779,3739,4270
ECA_RS13870,347,332,380,423
ECA_RS13865,1487,1466,1948,1914
ECA_RS13855,304,323,378,396
ECA_RS13850,1688,1923,1415,1543
ECA_RS13860,715,742,942,967
ECA_RS20425,608,510,607,673
ECA_RS01080,428,394,385,356
ECA_RS19620,68,93,418,416
ECA_RS05685,159,168,373,359
ECA_RS05525,339,224,324,462
ECA_RS17885,14,30,29,38
ECA_RS08825,3770,3774,5058,4202
ECA_RS21000,5224,4898,3784,3372
ECA_RS09050,137,117,172,158
ECA_RS09060,108,128,169,142
ECA_RS16285,72,79,112,154
ECA_RS03675,37,18,13,36
ECA_RS16395,1042,1002,1476,1556
ECA_RS19125,4015,3344,1971,2324
ECA_RS19120,24966,25168,17355,15780
ECA_RS18165,218,373,252,296
ECA_RS18170,560,571,461,463
ECA_RS18190,374,428,366,324
ECA_RS07560,724,558,681,365
ECA_RS04760,60,49,80,59
ECA_RS09295,127,151,98,96
ECA_RS09300,31,39,27,37
ECA_RS09310,53,64,75,63
ECA_RS09315,145,139,167,193
ECA_RS09335,214,248,339,301
ECA_RS02990,140,143,152,126
ECA_RS13890,456,676,609,791
ECA_RS05145,319,218,359,411
ECA_RS09505,167,193,474,576
ECA_RS03450,2268,2010,3242,3233
ECA_RS09970,2258,2700,3199,3170
ECA_RS08360,15788,19859,3262,3222
ECA_RS08375,1040,1163,652,808
ECA_RS08365,2782,2773,716,582
ECA_RS08385,1171,1545,760,744
ECA_RS08390,2449,2686,1344,1140
ECA_RS12610,87,74,98,128
ECA_RS12605,8,18,18,16
ECA_RS12600,63,56,66,37
ECA_RS12595,229,244,160,108
ECA_RS12585,33,39,30,51
ECA_RS12590,64,85,90,92
ECA_RS13015,30915,33551,49062,55207
ECA_RS16515,18533,17931,17132,21058
ECA_RS05695,7751,7537,8845,9398
ECA_RS13020,1666,1316,1546,1746
ECA_RS05700,11336,10089,13663,14999
ECA_RS11385,251,196,319,392
ECA_RS12700,1229,995,1139,1327
ECA_RS12305,199,162,142,206
ECA_RS12310,131,139,101,161
ECA_RS12490,476,442,442,550
ECA_RS01085,212,203,195,188
ECA_RS00715,1675,2068,2109,2413
ECA_RS00745,289,322,345,360
ECA_RS18780,568,642,796,919
ECA_RS20175,2117,2041,1750,1747
ECA_RS09030,731,662,1009,1236
ECA_RS11245,263,272,385,383
ECA_RS05905,3810,3799,3077,3098
ECA_RS20650,5020,4648,3754,4121
ECA_RS06520,201,151,202,260
ECA_RS03915,62,42,19,27
ECA_RS01715,1652,1624,1798,1733
ECA_RS06835,7438,7091,5824,5278
ECA_RS07170,2221,1884,1664,1544
ECA_RS21340,660,690,1288,1366
ECA_RS21330,372,342,5025,4986
ECA_RS21335,2434,2460,4582,4700
ECA_RS18900,1705,1521,1717,1871
ECA_RS06415,209,174,322,359
ECA_RS19240,997,767,873,993
ECA_RS17075,1036,1055,1872,2004
ECA_RS20090,4622,4649,5719,6097
ECA_RS04415,6632,6112,7483,6264
ECA_RS05025,136,155,205,269
ECA_RS05020,29,31,74,99
ECA_RS12125,11263,9148,8613,7217
ECA_RS13025,5323,6284,16189,22494
ECA_RS11750,28737,21497,31973,21948
ECA_RS16640,2231,1607,3611,2890
ECA_RS01395,518,421,659,627
ECA_RS18175,733,948,936,957
ECA_RS18180,430,439,450,463
ECA_RS18185,892,957,808,753
ECA_RS04700,397,413,374,382
ECA_RS05910,433,351,967,920
ECA_RS03090,106,86,115,124
ECA_RS18615,2139,2371,4263,4768
ECA_RS18620,14,13,14,13
ECA_RS14985,1677,1480,1522,1434
ECA_RS13720,356,613,882,926
ECA_RS20685,125,112,193,191
ECA_RS04085,584,727,1317,1479
ECA_RS14180,1004,910,842,864
ECA_RS14725,20958,25071,21722,25475
ECA_RS14730,8055,8337,8540,8951
ECA_RS12990,356,438,655,627
ECA_RS12985,286,402,429,495
ECA_RS23055,46,43,30,55
ECA_RS05670,11849,11577,10027,9718
ECA_RS05665,33110,32999,26387,22099
ECA_RS05650,4474,4600,5298,5158
ECA_RS11220,2002,2189,1724,1777
ECA_RS17490,738,730,630,725
ECA_RS17500,3635,4114,4133,3634
ECA_RS00855,1032,944,1093,957
ECA_RS17515,13338,12360,6978,6900
ECA_RS17520,7655,7891,4186,3493
ECA_RS04430,26851,27396,17878,14669
ECA_RS04390,163,184,182,168
ECA_RS17495,7330,7860,7744,7435
ECA_RS17795,1632,1471,2603,2873
ECA_RS15480,3123,2906,2927,3226
ECA_RS16255,484,582,559,453
ECA_RS16250,640,611,693,585
ECA_RS04435,475,372,505,517
ECA_RS21105,446,574,549,719
ECA_RS06440,851,581,487,469
ECA_RS03455,366,338,396,451
ECA_RS20220,320,352,406,422
ECA_RS06245,5377,5783,4078,4890
ECA_RS19130,4183,4426,3498,3705
ECA_RS05100,2359,2256,2736,2749
ECA_RS06395,1050,1102,1351,1472
ECA_RS20680,2122,1882,2122,2382
ECA_RS09965,976,984,589,636
ECA_RS15190,321,327,410,520
ECA_RS07035,1068,940,1065,1023
ECA_RS07045,284,198,269,328
ECA_RS21760,1056,1101,1451,1496
ECA_RS21765,1202,1054,1826,1995
ECA_RS14990,1029,1041,1003,1024
ECA_RS19770,441,313,446,548
ECA_RS16270,1552,932,7535,8637
ECA_RS01575,9325,9048,23106,24234
ECA_RS01570,354,286,419,504
ECA_RS03600,1293,1450,3891,5243
ECA_RS03605,2232,2147,5612,5793
ECA_RS03595,4408,5817,7120,7696
ECA_RS03610,2185,2365,4655,4379
ECA_RS13160,400,406,448,421
ECA_RS15810,1854,1758,1721,1680
ECA_RS21850,94,123,150,172
ECA_RS21865,407,320,596,633
ECA_RS16275,1085,1242,1834,2127
ECA_RS02435,18,39,50,62
ECA_RS01655,705,731,923,1004
ECA_RS17095,112,138,307,318
ECA_RS13670,95,102,82,89
ECA_RS08835,246,194,277,353
ECA_RS19040,179,164,157,196
ECA_RS01795,1431,1579,7769,7369
ECA_RS16350,9970,7774,8821,9607
ECA_RS15630,2725,2593,4956,4847
ECA_RS07120,6868,6650,7336,7037
ECA_RS21975,1346,1421,1790,2203
ECA_RS18110,597,528,575,614
ECA_RS05190,3981,4150,5222,5511
ECA_RS03390,2323,1863,2267,2827
ECA_RS19175,4617,3824,3413,4199
ECA_RS19180,39359,36409,27886,32558
ECA_RS21970,1408,1316,1623,1661
ECA_RS16460,388,341,476,400
ECA_RS05825,1649,1718,1802,1771
ECA_RS21735,531,426,458,471
ECA_RS21730,643,463,446,390
ECA_RS21725,674,866,923,889
ECA_RS19765,186,101,230,289
ECA_RS13580,3944,3412,6952,6385
ECA_RS00120,4710,3265,4018,3454
ECA_RS11605,2317,2383,2247,2356
ECA_RS03820,685,698,705,782
ECA_RS00340,233,227,495,544
ECA_RS08325,64,70,102,47
ECA_RS00170,475,447,942,1125
ECA_RS11215,258,219,122,152
ECA_RS18090,190,161,169,193
ECA_RS01340,6160,5705,5496,7058
ECA_RS13740,122,104,149,147
ECA_RS00710,920,834,772,965
ECA_RS05610,660,579,694,687
ECA_RS21655,32,29,28,55
ECA_RS19635,1259,1031,1101,1168
ECA_RS14805,1560,1334,8192,7637
ECA_RS01635,494,602,901,851
ECA_RS12495,299,323,400,436
ECA_RS17315,402,284,482,525
ECA_RS17320,564,496,631,572
ECA_RS19370,269,233,463,505
ECA_RS17620,31382,28540,15136,12335
ECA_RS00835,141,122,253,294
ECA_RS20300,1771,1246,2757,3220
ECA_RS19335,1222,973,1162,1281
ECA_RS19595,1145,991,1262,1460
ECA_RS19640,302,294,384,489
ECA_RS19985,129,100,132,187
ECA_RS00225,192,147,193,141
ECA_RS16115,700,492,804,583
ECA_RS16295,3610,3461,4939,5225
ECA_RS19275,7982,8222,14179,14810
ECA_RS01845,2406,1874,2500,2601
ECA_RS01850,626,334,445,412
ECA_RS03205,559,844,785,696
ECA_RS08655,1045,803,487,468
ECA_RS15040,21169,21748,5757,6791
ECA_RS08885,4191,3904,3415,3206
ECA_RS14380,3258,2533,2626,2623
ECA_RS22200,6915,6209,6386,6016
ECA_RS09730,8690,8437,5557,5115
ECA_RS21015,562,545,775,856
ECA_RS00175,641,643,1317,1434
ECA_RS05170,1554,1226,1380,1404
ECA_RS01020,167,157,621,740
ECA_RS01025,293,310,4223,5042
ECA_RS11655,329,325,2090,2182
ECA_RS17125,397,413,6413,7155
ECA_RS15120,729,723,5659,6619
ECA_RS15115,498,552,3314,3896
ECA_RS15130,4001,4855,4213,4161
ECA_RS11595,1612,1626,2330,2563
ECA_RS19325,20574,19082,29271,28179
ECA_RS19395,10259,9969,8335,6987
ECA_RS07440,68,73,128,176
ECA_RS00465,370,532,677,902
ECA_RS14745,1043,1041,1139,1211
ECA_RS07505,1305,1817,1897,2404
ECA_RS07015,1711,2352,2257,3124
ECA_RS07005,134,95,177,162
ECA_RS15890,378,324,409,462
ECA_RS07010,31,21,23,37
ECA_RS05340,515,485,114,149
ECA_RS05335,183,178,50,53
ECA_RS05330,215,163,81,66
ECA_RS05355,74,54,73,78
ECA_RS16590,4186,3908,3814,3972
ECA_RS22690,5,9,26,39
ECA_RS13315,4640,4914,9845,10431
ECA_RS16315,348,289,362,380
ECA_RS16325,121,66,87,124
ECA_RS16320,47,43,74,44
ECA_RS04635,1059,595,663,334
ECA_RS21320,388,393,915,903
ECA_RS01335,1967,1431,1539,1708
ECA_RS17825,1650,1451,2299,2471
ECA_RS20015,7428,6607,9163,9373
ECA_RS19140,666,653,736,766
ECA_RS06620,709,574,773,622
ECA_RS03790,624,545,697,600
ECA_RS08420,635,576,718,716
ECA_RS08425,1766,2207,953,998
ECA_RS08430,1133,1502,745,876
ECA_RS08435,2826,3817,1667,1552
ECA_RS08440,7864,9631,4404,4296
ECA_RS08450,8254,9167,3710,3691
ECA_RS08455,527,750,435,493
ECA_RS08465,321,513,270,367
ECA_RS08470,8168,10501,1305,1337
ECA_RS08475,7328,7729,1586,1417
ECA_RS08415,4562,5363,1167,1110
ECA_RS08410,2540,2771,696,642
ECA_RS08400,1284,1331,874,847
ECA_RS08395,893,816,386,413
ECA_RS08345,1131,885,320,312
ECA_RS08340,1537,1428,513,355
ECA_RS08560,12681,16889,4837,4781
ECA_RS08545,804,709,468,448
ECA_RS08540,701,776,444,428
ECA_RS08535,646,941,395,329
ECA_RS08530,333,470,258,229
ECA_RS08525,1022,1098,657,557
ECA_RS08520,525,547,590,571
ECA_RS08510,626,833,635,650
ECA_RS08505,368,399,383,418
ECA_RS08500,228,246,211,229
ECA_RS08495,26,21,45,47
ECA_RS08490,43,17,54,44
ECA_RS08485,7,11,2,9
ECA_RS08480,38,30,31,13
ECA_RS08555,834,833,281,304
ECA_RS08550,940,1034,560,557
ECA_RS08610,208,261,108,124
ECA_RS15035,470,578,768,870
ECA_RS19775,161,118,156,214
ECA_RS10840,1993,2161,3520,3874
ECA_RS12720,3561,3298,5400,6494
